"","ID","Label","Statement","Subject(s)","Speaker","Speaker Job Title","State Info","The Party Affiliation","Barely True Counts","False Counts","Half True Counts","Mostly True Counts","Pants on Fire Counts","Venue/Location"
"140",140,"false","Mr. Caprio is a career politician who has never worked in the private sector.","candidates-biography","john-robitaille","unknown","Rhode Island","republican",0,1,2,0,0,"a campaign news release"
"141",141,"barely-true","In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.","disability,labor,states,workers","patricia-morgan","Financial adviser","Rhode Island","republican",1,0,1,1,0,"a speech on the House floor."
"142",142,"mostly-true","In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!","debt,federal-budget,taxes","dave-brat","College professor","Virginia","republican",2,5,0,2,0,"a Facebook post"
"143",143,"mostly-true","President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.","campaign-finance,economy,elections,financial-regulation,history,stimulus,voting-record","hillary-clinton","Presidential candidate","New York","democrat",40,29,69,76,7,"a Democratic debate in Flint, Mich."
"144",144,"half-true","Donald Trump has said nuclear proliferation is OK.","nuclear","mark-warner","U.S. Senator","Virginia","democrat",3,1,6,3,0,"a TV interview."
"145",145,"true","Hillary Clinton has taken over $800,000 from lobbyists.","ethics","barack-obama","President","Illinois","democrat",70,71,160,163,9,"an online ad."
"146",146,"false","Barack Obama has never even worked in business.","candidates-biography","rob-portman","U.S. senator from Ohio","Ohio","republican",3,5,11,11,1,"a speech at the Republican National Convention in Tampa"
"147",147,"half-true","Says the Arizona immigration law expressly bans racial profiling.","immigration","john-cornyn","Senator","Texas","republican",5,3,6,2,1,"on NBC's ""Meet the Press"""
"148",148,"false","Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.","crime,immigration","louie-gohmert","U.S. House member","Texas","republican",2,6,1,0,1,"a radio interview."
"149",149,"barely-true","On the VA: Over 300,000 veterans have died waiting for care.","health-care,veterans","donald-trump","President-Elect","New York","republican",63,114,51,37,61,"a speech."
"150",150,"mostly-true","Were now spending 42 percent of our economy on government.","debates,federal-budget,government-efficiency","mitt-romney","Former governor","Massachusetts","republican",34,32,58,33,19,"the first presidential debate in Denver"
"151",151,"barely-true","Rob Cornilles supports privatizing Medicare.","medicare,message-machine-2012","democratic-congressional-campaign-committee","unknown","unknown","democrat",11,8,5,1,9,"campaign material"
"152",152,"false","In 2005, Dan Branch tried to expand third-trimester abortions in Texas.","abortion,corrections-and-updates","texas-right-life","unknown","Texas","none",0,2,2,0,0,"an email blast"
"153",153,"half-true","We (Democrats) have made steady progress creating jobs and improving our schools.","education,government-efficiency,job-accomplishments,jobs","armond-budish","Minority leader in the Ohio House of Representatives","Ohio","democrat",0,1,2,3,0,"a news release"
"154",154,"pants-fire","Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.","environment","jeff-kruse","state senator","Oregon","republican",0,0,1,0,2,"on the Oregon Senate floor"
"155",155,"true","Whether you like to admit it or not, half our general revenue goes to education.","education,state-budget","mike-haridopolos","Florida Senate President","Florida","republican",0,3,1,1,0,"comments to reporters."
"156",156,"false","Im the only one whos fought against developers draining the Everglades!","environment,message-machine","kendrick-meek","unknown","Florida","democrat",2,6,1,4,1,"a television ad"
"157",157,"half-true","Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.","crime,debt,federal-budget,social-security","americans-united-change","unknown","unknown","none",1,4,4,1,0,"an ad"
"158",158,"half-true","There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.","gays-and-lesbians,government-regulation,sexuality","paul-skip-stam","N.C. House Speaker pro tem","North Carolina","republican",0,0,1,0,0,"a newspaper interview"
"159",159,"barely-true","Climate change is directly related to the growth of terrorism.","climate-change,terrorism","bernie-s","U.S. Senator","Vermont","independent",18,12,22,41,0,"a Democratic presidential debate in Des Moines, Iowa."
"160",160,"barely-true","The jobs bill includes President Obamas tax on soup kitchens","economy,jobs,taxes,workers","eric-cantor","House Majority Leader","Virginia","republican",9,6,4,4,4,"a blog post"
"161",161,"barely-true","Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.","stimulus","paul-ryan","U.S. Representative","Wisconsin","republican",19,6,16,14,2,"the vice-presidential debate"
"162",162,"half-true","While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.","civil-rights","chain-email","unknown","unknown","none",11,43,8,5,105,"a chain e-mail"
"163",163,"half-true","If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.","city-government,crime,drugs,government-regulation,marijuana","robert-puente","unknown","unknown","none",0,0,1,0,0,"remarks to the Milwaukee Common Council"
"164",164,"false","We have more illegal immigrants here than we did five years ago.","immigration","marco-rubio","U.S. Senator","Florida","republican",33,24,32,35,5,"an interview on NBC's ""Meet the Press"""
"165",165,"barely-true","Says Rick Perry wrote a letter supporting Hillarycare.","health-care","ron-paul","U.S. representative","Texas","republican",5,8,8,8,3,"a presidential debate"
"166",166,"false","The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.","sports","blog-posting","unknown","unknown","none",7,19,3,5,44,"blog posts"
"167",167,"pants-fire","The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.","health-care,pundits","nancy-pfotenhauer","political strategist","unknown","republican",0,0,0,0,1,"an interview on CNN"
"168",168,"mostly-true","(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.","immigration","gary-johnson","Presidential candidate","New Mexico","libertarian",3,2,5,6,0,"an interview on CNN"
"169",169,"half-true","Says Chris Christie vetoed a jobs package of 30 bills.","jobs","stephen-sweeney","State Senator","unknown","democrat",1,2,3,1,0,"a radio interview"
"170",170,"true","There are already more American jobs in the solar industry than in coal mining.","climate-change,energy,environment,jobs","sheldon-whitehouse","U.S. Senator","Rhode Island","democrat",2,3,2,7,0,"a newspaper commentary"
"171",171,"half-true","Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.","agriculture,job-accomplishments,message-machine","pat-quinn","Governor","Illinois","democrat",0,0,1,0,1,"a campaign commercial"
"172",172,"half-true","Barack Obama is in an economy thats only worsened since hes been president of the United States.","bankruptcy,economy,history,housing,income,job-accomplishments,pundits,abc-news-week,workers","matthew-dowd","Commentator","Texas","independent",0,0,2,4,0,"an interview on ABC's ""This Week with Christiane Amanpour"""
"173",173,"mostly-true","Romney failed to take action against ""sanctuary cities"" in Massachusetts.","immigration","rudy-giuliani","Attorney","New York","republican",9,11,10,7,3,"St. Petersburg, Fla."
"174",174,"half-true","Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.","economy,job-accomplishments,jobs","one-new-jersey","unknown","unknown","democrat",0,0,1,2,0,"an article posted on One New Jersey’s website"
"175",175,"false","Says Thomas Eric Duncan came into the United States with an elevated temperature.","ebola,health-care,public-health,transportation","darrell-issa","U.S. House of Representatives","California","republican",0,3,0,0,0,"comments on CNN's ""State of the Union"""
"176",176,"mostly-true","We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.","afghanistan","robert-gibbs","Former White House Press Secretary","unknown","democrat",1,1,0,1,0,"an interview on NBC's ""Meet the Press"""
"177",177,"half-true","Gas prices have gone up $2 since Obama took office.","energy,gas-prices","michael-williams","Lawyer","Texas","republican",0,0,1,0,0,"a tweet."
"178",178,"true","Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.","marriage,message-machine,women","alan-grayson","U.S. House of Representatives","Florida","democrat",6,5,4,11,1,"a TV ad."
"179",179,"true","Says judges get better benefits at a lower cost than everybody else in the state.","pensions","chris-christie","Governor of New Jersey","New Jersey","republican",10,17,27,19,8,"a news conference"
"180",180,"true","There are a lot of casinos across the country that have gone bankrupt.","bankruptcy,economy,gambling,state-budget,state-finances,states","robert-jacquard","State representative","Rhode Island","democrat",0,0,0,0,0,"a speech"
"181",181,"true","Small businesses create 70 percent of the jobs in America.","economy,jobs,small-business","eric-cantor","House Majority Leader","Virginia","republican",9,6,4,4,4,"a news release."
